¸ËËþÇø¼ä	¾àÀëÐ¡ºÅ¸ËËþ¾àÀë	x	y	z	Î£ÏÕµãÀàÐÍ	Ë®Æ½¾àÀë	´¹Ö±¾àÀë	¾»¿Õ¾àÀë	
13-14	130.99	452567.81	2873224.25	1763.15	µØÃæ	0.59	6.08	6.11	
13-14	130.95	452568.03	2873224.50	1763.32	µØÃæ	0.27	5.91	5.92	
13-14	130.97	452567.22	2873223.75	1763.00	µØÃæ	1.35	6.23	6.37	
13-14	130.86	452567.63	2873224.25	1763.07	µØÃæ	0.71	6.16	6.20	
13-14	130.80	452568.38	2873225.00	1763.35	µØÃæ	0.35	5.88	5.89	
13-14	130.59	452566.94	2873224.00	1762.95	µØÃæ	1.40	6.28	6.44	
13-14	130.72	452567.13	2873224.00	1763.14	µØÃæ	1.25	6.09	6.22	
13-14	130.55	452568.28	2873225.25	1763.41	µØÃæ	0.52	5.82	5.84	
13-14	130.43	452566.69	2873224.00	1763.09	µØÃæ	1.62	6.14	6.35	
13-14	130.22	452566.66	2873224.25	1763.06	µØÃæ	1.55	6.17	6.36	
13-14	130.07	452568.13	2873225.75	1763.73	µØÃæ	1.00	5.50	5.59	
13-14	130.09	452566.19	2873224.00	1763.03	µØÃæ	1.88	6.21	6.49	
13-14	130.09	452566.47	2873224.25	1763.07	µØÃæ	1.73	6.16	6.40	
13-14	130.95	452569.72	2873226.00	1765.25	Ê÷Ä¾	2.03	3.98	4.47	
13-14	130.99	452570.06	2873226.25	1765.32	Ê÷Ä¾	2.45	3.91	4.61	
13-14	130.72	452571.06	2873227.50	1765.43	Ê÷Ä¾	4.02	3.80	5.53	
13-14	130.68	452570.44	2873227.00	1765.26	Ê÷Ä¾	3.23	3.97	5.12	
13-14	130.65	452570.97	2873227.50	1765.37	Ê÷Ä¾	3.96	3.86	5.53	
13-14	130.53	452569.38	2873226.25	1765.25	Ê÷Ä¾	1.95	3.98	4.43	
13-14	130.53	452569.66	2873226.50	1765.84	Ê÷Ä¾	2.33	3.39	4.11	
13-14	130.47	452570.41	2873227.25	1765.24	Ê÷Ä¾	3.38	3.99	5.23	
13-14	130.41	452570.88	2873227.75	1765.50	Ê÷Ä¾	4.07	3.73	5.52	
13-14	130.28	452568.72	2873226.00	1765.45	Ê÷Ä¾	1.38	3.78	4.03	
13-14	130.34	452569.09	2873226.25	1765.39	Ê÷Ä¾	1.79	3.84	4.23	
13-14	130.20	452570.28	2873227.50	1765.42	Ê÷Ä¾	3.49	3.81	5.17	
13-14	130.20	452570.28	2873227.50	1766.12	Ê÷Ä¾	3.49	3.11	4.68	
13-14	130.95	452569.72	2873226.00	1765.25	Ê÷Ä¾	2.03	3.98	4.47	
13-14	130.99	452570.06	2873226.25	1765.32	Ê÷Ä¾	2.45	3.91	4.61	
13-14	130.72	452571.06	2873227.50	1765.43	Ê÷Ä¾	4.02	3.80	5.53	
13-14	130.68	452570.44	2873227.00	1765.26	Ê÷Ä¾	3.23	3.97	5.12	
13-14	130.65	452570.97	2873227.50	1765.37	Ê÷Ä¾	3.96	3.86	5.53	
13-14	130.53	452569.38	2873226.25	1765.25	Ê÷Ä¾	1.95	3.98	4.43	
13-14	130.53	452569.66	2873226.50	1765.84	Ê÷Ä¾	2.33	3.39	4.11	
13-14	130.47	452570.41	2873227.25	1765.24	Ê÷Ä¾	3.38	3.99	5.23	
13-14	130.41	452570.88	2873227.75	1765.50	Ê÷Ä¾	4.07	3.73	5.52	
13-14	130.28	452568.72	2873226.00	1765.45	Ê÷Ä¾	1.38	3.78	4.03	
13-14	130.34	452569.09	2873226.25	1765.39	Ê÷Ä¾	1.79	3.84	4.23	
13-14	130.20	452570.28	2873227.50	1765.42	Ê÷Ä¾	3.49	3.81	5.17	
13-14	130.20	452570.28	2873227.50	1766.12	Ê÷Ä¾	3.49	3.11	4.68	
13-14	131.88	452570.00	2873225.00	1763.41	µØÃæ	1.70	5.69	5.94	
13-14	131.84	452568.81	2873224.00	1763.06	µØÃæ	0.19	6.04	6.04	
13-14	131.69	452569.16	2873224.50	1763.58	µØÃæ	0.73	5.52	5.57	
13-14	131.82	452569.63	2873224.75	1763.64	µØÃæ	1.25	5.46	5.60	
13-14	131.57	452568.41	2873224.00	1762.88	µØÃæ	0.22	6.22	6.22	
13-14	131.55	452568.94	2873224.50	1763.35	µØÃæ	0.59	5.75	5.78	
13-14	131.51	452569.16	2873224.75	1763.44	µØÃæ	0.92	5.66	5.73	
13-14	131.51	452569.44	2873225.00	1763.65	µØÃæ	1.29	5.45	5.60	
13-14	131.51	452569.72	2873225.25	1763.76	µØÃæ	1.66	5.34	5.59	
13-14	131.38	452567.56	2873223.50	1762.74	µØÃæ	1.17	6.36	6.47	
13-14	131.32	452568.03	2873224.00	1763.00	µØÃæ	0.59	6.10	6.13	
13-14	131.28	452568.25	2873224.25	1763.03	µØÃæ	0.45	6.07	6.09	
13-14	131.40	452568.44	2873224.25	1763.39	µØÃæ	0.31	5.71	5.72	
13-14	131.22	452569.28	2873225.25	1763.66	µØÃæ	1.41	5.44	5.62	
13-14	131.05	452567.34	2873223.75	1762.88	µØÃæ	1.31	6.22	6.36	
13-14	131.05	452567.63	2873224.00	1762.92	µØÃæ	1.00	6.18	6.26	
13-14	131.03	452568.44	2873224.75	1763.60	µØÃæ	0.77	5.50	5.55	
13-14	131.90	452571.72	2873226.50	1765.24	Ê÷Ä¾	3.98	3.86	5.54	
13-14	131.82	452571.88	2873226.75	1765.75	Ê÷Ä¾	4.26	3.35	5.42	
13-14	131.55	452571.75	2873227.00	1765.14	Ê÷Ä¾	4.33	3.96	5.87	
13-14	131.59	452570.69	2873226.00	1765.55	Ê÷Ä¾	2.87	3.55	4.57	
13-14	131.34	452571.44	2873227.00	1765.23	Ê÷Ä¾	4.11	3.87	5.65	
13-14	131.36	452570.34	2873226.00	1765.54	Ê÷Ä¾	2.64	3.56	4.43	
13-14	131.13	452570.84	2873226.75	1765.22	Ê÷Ä¾	3.53	3.88	5.25	
13-14	131.15	452571.16	2873227.00	1765.29	Ê÷Ä¾	3.93	3.81	5.47	
13-14	131.90	452571.72	2873226.50	1765.24	Ê÷Ä¾	3.98	3.86	5.54	
13-14	131.82	452571.88	2873226.75	1765.75	Ê÷Ä¾	4.26	3.35	5.42	
13-14	131.55	452571.75	2873227.00	1765.14	Ê÷Ä¾	4.33	3.96	5.87	
13-14	131.59	452570.69	2873226.00	1765.55	Ê÷Ä¾	2.87	3.55	4.57	
13-14	131.34	452571.44	2873227.00	1765.23	Ê÷Ä¾	4.11	3.87	5.65	
13-14	131.36	452570.34	2873226.00	1765.54	Ê÷Ä¾	2.64	3.56	4.43	
13-14	131.13	452570.84	2873226.75	1765.22	Ê÷Ä¾	3.53	3.88	5.25	
13-14	131.15	452571.16	2873227.00	1765.29	Ê÷Ä¾	3.93	3.81	5.47	
13-14	132.94	452570.19	2873223.75	1763.07	µØÃæ	0.95	5.88	5.96	
13-14	132.88	452570.38	2873224.00	1763.24	µØÃæ	1.25	5.71	5.85	
13-14	132.77	452570.78	2873224.50	1763.31	µØÃæ	1.88	5.64	5.95	
13-14	132.67	452569.50	2873223.50	1762.49	µØÃæ	0.28	6.46	6.47	
13-14	132.67	452570.06	2873224.00	1762.89	µØÃæ	1.02	6.06	6.14	
13-14	132.67	452570.34	2873224.25	1763.30	µØÃæ	1.39	5.65	5.82	
13-14	132.67	452570.63	2873224.50	1763.54	µØÃæ	1.77	5.41	5.69	
13-14	132.36	452569.31	2873223.75	1762.59	µØÃæ	0.50	6.36	6.38	
13-14	132.38	452569.63	2873224.00	1763.13	µØÃæ	0.79	5.82	5.87	
13-14	132.48	452570.06	2873224.25	1763.33	µØÃæ	1.21	5.62	5.75	
13-14	132.40	452570.50	2873224.75	1763.29	µØÃæ	1.88	5.66	5.96	
13-14	132.34	452569.00	2873223.50	1762.67	µØÃæ	0.45	6.28	6.30	
13-14	132.21	452569.66	2873224.25	1763.33	µØÃæ	1.04	5.62	5.72	
13-14	132.21	452570.22	2873224.75	1763.57	µØÃæ	1.72	5.38	5.65	
13-14	132.07	452568.88	2873223.75	1762.82	µØÃæ	0.71	6.13	6.17	
13-14	132.03	452569.66	2873224.50	1763.46	µØÃæ	1.28	5.49	5.64	
13-14	132.65	452572.56	2873226.25	1765.14	Ê÷Ä¾	4.38	3.81	5.80	
13-14	132.59	452572.47	2873226.25	1765.27	Ê÷Ä¾	4.31	3.68	5.67	
13-14	132.32	452571.22	2873225.50	1765.41	Ê÷Ä¾	2.91	3.54	4.58	
13-14	132.65	452572.56	2873226.25	1765.14	Ê÷Ä¾	4.38	3.81	5.80	
13-14	132.59	452572.47	2873226.25	1765.27	Ê÷Ä¾	4.31	3.68	5.67	
13-14	132.32	452571.22	2873225.50	1765.41	Ê÷Ä¾	2.91	3.54	4.58	
13-14	133.64	452571.25	2873223.75	1762.79	µØÃæ	1.82	6.08	6.35	
13-14	133.21	452570.88	2873224.00	1762.69	µØÃæ	1.63	6.18	6.39	
13-14	133.37	452571.13	2873224.00	1762.91	µØÃæ	1.83	5.96	6.23	
13-14	133.08	452570.69	2873224.00	1763.05	µØÃæ	1.48	5.82	6.01	
13-14	133.02	452570.88	2873224.25	1763.29	µØÃæ	1.79	5.58	5.86	
13-14	133.02	452572.56	2873225.75	1765.01	Ê÷Ä¾	4.05	3.86	5.59	
13-14	133.02	452572.56	2873225.75	1765.01	Ê÷Ä¾	4.05	3.86	5.59	
19-20	94.89	454495.75	2870745.25	1663.75	½»¿ç	0.75	3.92	3.99	
19-20	94.43	454495.31	2870745.50	1663.83	½»¿ç	0.63	3.84	3.89	
19-20	150.93	454538.03	2870706.75	1668.65	Ê÷Ä¾	4.18	3.98	5.77	
19-20	150.93	454538.03	2870706.75	1668.65	Ê÷Ä¾	4.18	3.98	5.77	
19-20	152.95	454539.75	2870705.50	1669.00	Ê÷Ä¾	4.25	3.86	5.74	
19-20	152.95	454539.75	2870705.50	1669.00	Ê÷Ä¾	4.25	3.86	5.74	
20-21	114.11	454727.88	2870461.75	1706.29	Ê÷Ä¾	4.38	3.77	5.78	
20-21	114.11	454727.88	2870461.75	1706.29	Ê÷Ä¾	4.38	3.77	5.78	
22-23	269.98	454996.31	2869881.00	1746.95	Ê÷Ä¾	0.57	3.63	3.68	
22-23	269.98	454996.31	2869881.00	1746.95	Ê÷Ä¾	0.57	3.63	3.68	
22-23	270.76	454994.34	2869879.75	1747.27	Ê÷Ä¾	2.00	3.50	4.03	
22-23	270.53	454994.41	2869880.00	1747.53	Ê÷Ä¾	1.89	3.24	3.75	
22-23	270.76	454994.34	2869879.75	1747.27	Ê÷Ä¾	2.00	3.50	4.03	
22-23	270.53	454994.41	2869880.00	1747.53	Ê÷Ä¾	1.89	3.24	3.75	
22-23	271.98	454995.44	2869878.75	1747.37	Ê÷Ä¾	1.39	3.53	3.79	
22-23	271.89	454996.13	2869879.00	1747.00	Ê÷Ä¾	0.80	3.90	3.98	
22-23	271.96	454996.44	2869879.00	1747.94	Ê÷Ä¾	0.75	2.96	3.05	
22-23	271.67	454996.25	2869879.25	1748.06	Ê÷Ä¾	0.52	2.84	2.89	
22-23	271.34	454995.84	2869879.50	1747.59	Ê÷Ä¾	0.62	3.31	3.37	
22-23	271.98	454995.44	2869878.75	1747.37	Ê÷Ä¾	1.39	3.53	3.79	
22-23	271.89	454996.13	2869879.00	1747.00	Ê÷Ä¾	0.80	3.90	3.98	
22-23	271.96	454996.44	2869879.00	1747.94	Ê÷Ä¾	0.75	2.96	3.05	
22-23	271.67	454996.25	2869879.25	1748.06	Ê÷Ä¾	0.52	2.84	2.89	
22-23	271.34	454995.84	2869879.50	1747.59	Ê÷Ä¾	0.62	3.31	3.37	
22-23	272.81	454995.88	2869878.00	1747.15	Ê÷Ä¾	1.06	3.92	4.06	
22-23	272.87	454996.16	2869878.00	1747.84	Ê÷Ä¾	0.88	3.23	3.35	
22-23	272.73	454994.44	2869877.75	1747.22	Ê÷Ä¾	2.41	3.85	4.54	
22-23	272.47	454995.47	2869878.25	1747.09	Ê÷Ä¾	1.26	3.98	4.17	
22-23	272.81	454995.88	2869878.00	1747.15	Ê÷Ä¾	1.06	3.92	4.06	
22-23	272.87	454996.16	2869878.00	1747.84	Ê÷Ä¾	0.88	3.23	3.35	
22-23	272.73	454994.44	2869877.75	1747.22	Ê÷Ä¾	2.41	3.85	4.54	
22-23	272.47	454995.47	2869878.25	1747.09	Ê÷Ä¾	1.26	3.98	4.17	
22-23	273.04	454994.75	2869877.50	1747.35	Ê÷Ä¾	2.11	3.91	4.44	
22-23	273.04	454994.75	2869877.50	1747.35	Ê÷Ä¾	2.11	3.91	4.44	
22-23	386.82	455029.53	2869768.75	1770.80	Ê÷Ä¾	0.53	3.93	3.97	
22-23	386.98	455030.25	2869768.75	1770.90	Ê÷Ä¾	1.21	3.83	4.02	
22-23	386.85	455029.69	2869768.75	1770.92	Ê÷Ä¾	0.67	3.81	3.87	
22-23	386.82	455029.53	2869768.75	1770.80	Ê÷Ä¾	0.53	3.93	3.97	
22-23	386.98	455030.25	2869768.75	1770.90	Ê÷Ä¾	1.21	3.83	4.02	
22-23	386.85	455029.69	2869768.75	1770.92	Ê÷Ä¾	0.67	3.81	3.87	
24-25	18.10	455115.78	2869369.25	1797.09	Ê÷Ä¾	3.06	3.97	5.01	
24-25	18.21	455116.03	2869369.25	1797.27	Ê÷Ä¾	2.82	3.79	4.72	
24-25	18.10	455115.78	2869369.25	1797.09	Ê÷Ä¾	3.06	3.97	5.01	
24-25	18.21	455116.03	2869369.25	1797.27	Ê÷Ä¾	2.82	3.79	4.72	
24-25	22.91	455117.06	2869364.50	1796.65	Ê÷Ä¾	4.00	3.56	5.35	
24-25	22.64	455116.94	2869364.75	1796.68	Ê÷Ä¾	4.01	3.53	5.34	
24-25	22.43	455117.47	2869365.25	1796.23	Ê÷Ä¾	3.34	3.98	5.20	
24-25	22.91	455117.06	2869364.50	1796.65	Ê÷Ä¾	4.00	3.56	5.35	
24-25	22.64	455116.94	2869364.75	1796.68	Ê÷Ä¾	4.01	3.53	5.34	
24-25	22.43	455117.47	2869365.25	1796.23	Ê÷Ä¾	3.34	3.98	5.20	
